Time,Altitude,Pressure,Velocity,Temperature,Events,Voltages,DeltaT_x,VERTA_x,VERTASmooth_x,UTCTIME,ALT,LAT,LON,#SATS,FIX,HORZV,VERTV,HEAD,FLAGS,>40,>32,>24,RSSI,BATT,Altitude AGL,Launch detection,Apogee detection,Landing detection,Distance (feet),DeltaT_y,EWFeet,NSFeet,EWVel,NSVel,EWVelSmooth,NSVelSmooth,Zenith,TotalV,VERTA_y,HORZA,VERTASmooth_y,HORZASmooth,VERTA_NO_GRAVITY,DragA,DragA_Smooth
65.55,2303.229,929.2,-19.66667,82.4, -,8.751458,0.04999999999999716,-56.19060000000317,16.054428571427135,Apr 13 2025 17:00:23.000 UTC,2618.3,0.006390000000003226,-0.0023300000000006094,16.0,3.0,34.0,-15.0,101.0,3.0,0.0,12.0,2.0,-39.0,3.702,2372.3,True,True,False,2434.9753,1.0,-743.2331340144468,2329.584408001176,35.08825954327551,-7.291343999724177,30.531342721592928,-4.687292571436176,113.80594351845772,37.16180835212409,0.0,3.0,4.0602442043434294e-15,0.8571428571428571,32.20000000000001,32.33944959333725,33.146121798545536
65.6,2303.229,929.2,-19.66667,82.4, -,8.751458,0.04999999999999716,0.0,-6.293378516732316e-14,Apr 13 2025 17:00:23.000 UTC,2618.3,0.006390000000003226,-0.0023300000000006094,16.0,3.0,34.0,-15.0,101.0,3.0,0.0,12.0,2.0,-39.0,3.702,2372.3,True,True,False,2434.9753,1.0,-743.2331340144468,2329.584408001176,35.08825954327551,-7.291343999724177,30.531342721592928,-4.687292571436176,113.80594351845772,37.16180835212409,0.0,3.0,4.0602442043434294e-15,0.8571428571428571,32.20000000000001,32.33944959333725,33.146121798545536
65.65,2303.229,929.2,-19.66667,82.4, -,8.751458,0.05000000000001137,0.0,8.027228571428962,Apr 13 2025 17:00:23.000 UTC,2618.3,0.006390000000003226,-0.0023300000000006094,16.0,3.0,34.0,-15.0,101.0,3.0,0.0,12.0,2.0,-39.0,3.702,2372.3,True,True,False,2434.9753,1.0,-743.2331340144468,2329.584408001176,35.08825954327551,-7.291343999724177,30.531342721592928,-4.687292571436176,113.80594351845772,37.16180835212409,0.0,3.0,4.0602442043434294e-15,0.8571428571428571,32.20000000000001,32.33944959333725,33.146121798545536
65.7,2303.229,929.2,-16.85714,82.4, -,8.751458,0.04999999999999716,56.19060000000317,-8.027228571429088,Apr 13 2025 17:00:23.000 UTC,2618.3,0.006390000000003226,-0.0023300000000006094,16.0,3.0,34.0,-15.0,101.0,3.0,0.0,12.0,2.0,-39.0,3.702,2372.3,True,True,False,2434.9753,1.0,-743.2331340144468,2329.584408001176,35.08825954327551,-7.291343999724177,30.531342721592928,-4.687292571436176,113.80594351845772,37.16180835212409,0.0,3.0,4.0602442043434294e-15,0.8571428571428571,32.20000000000001,32.33944959333725,33.146121798545536
65.75,2300.302,929.3,-19.66667,82.4, -,8.751458,0.04999999999999716,-56.19060000000317,8.02722857142668,Apr 13 2025 17:00:23.000 UTC,2618.3,0.006390000000003226,-0.0023300000000006094,16.0,3.0,34.0,-15.0,101.0,3.0,0.0,12.0,2.0,-39.0,3.702,2372.3,True,True,False,2434.9753,1.0,-743.2331340144468,2329.584408001176,35.08825954327551,-7.291343999724177,30.531342721592928,-4.687292571436176,113.80594351845772,37.16180835212409,0.0,3.0,4.0602442043434294e-15,0.8571428571428571,32.20000000000001,32.33944959333725,33.146121798545536
65.8,2300.302,929.3,-16.85714,82.4, -,8.751458,0.04999999999999716,56.19060000000317,8.02722857142668,Apr 13 2025 17:00:23.000 UTC,2618.3,0.006390000000003226,-0.0023300000000006094,16.0,3.0,34.0,-15.0,101.0,3.0,0.0,12.0,2.0,-39.0,3.702,2372.3,True,True,False,2434.9753,1.0,-743.2331340144468,2329.584408001176,35.08825954327551,-7.291343999724177,30.531342721592928,-4.687292571436176,113.80594351845772,37.16180835212409,0.0,3.0,4.0602442043434294e-15,0.8571428571428571,32.20000000000001,32.33944959333725,33.146121798545536
65.85,2297.373,929.4,-19.66667,82.4, -,8.751458,0.04999999999999716,-56.19060000000317,8.02722857142668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65.9,2297.373,929.4,-16.85714,82.4, -,8.751458,0.05000000000001137,56.1905999999872,8.027199999998114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65.95,2297.373,929.4,-16.85714,82.4, -,8.751458,0.04999999999999716,0.0,8.02722857142668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66.0,2297.373,929.4,-16.85714,82.4, -,8.751458,0.04999999999999716,0.0,-2.3447910280083306e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66.05,2297.373,929.4,-14.04762,82.4, -,8.751458,0.04999999999999716,56.190400000003216,16.054428571427138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66.1,2294.446,929.5,-16.85714,82.4, -,8.751458,0.04999999999999716,-56.190400000003216,-6.293378516732316e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66.15,2294.446,929.5,-16.85714,82.4, -,8.751458,0.05000000000001137,0.0,-6.293378516732316e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66.2,2294.446,929.5,-14.04762,82.4, -,8.751458,0.04999999999999716,56.190400000003216,-6.293378516732316e-14,Apr 13 2025 17:00:24.000 UTC,2602.6,0.006370000000003984,-0.0022199999999941156,16.0,3.0,35.0,-16.0,106.0,3.0,0.0,9.0,6.0,-43.0,3.702,2356.6,True,True,False,2418.4893,1.0,-708.1448744666382,2322.2930640014524,35.08825954780866,-7.291343999723722,29.164267674570056,-8.332964571483119,114.56717132060132,38.48376280978771,-1.0,1.0,0.14285714285714693,-0.7142857142857143,32.34285714285715,32.35831281391639,33.164986996940414
66.25,2291.52,929.6,-16.85714,82.4, -,8.751458,0.04999999999999716,-56.190400000003216,-2.3447910280083306e-12,Apr 13 2025 17:00:24.000 UTC,2602.6,0.006370000000003984,-0.0022199999999941156,16.0,3.0,35.0,-16.0,106.0,3.0,0.0,9.0,6.0,-43.0,3.702,2356.6,True,True,False,2418.4893,1.0,-708.1448744666382,2322.2930640014524,35.08825954780866,-7.291343999723722,29.164267674570056,-8.332964571483119,114.56717132060132,38.48376280978771,-1.0,1.0,0.14285714285714693,-0.7142857142857143,32.34285714285715,32.35831281391639,33.164986996940414
66.3,2291.52,929.6,-16.85714,82.4, -,8.751458,0.04999999999999716,0.0,-2.3447910280083306e-12,Apr 13 2025 17:00:24.000 UTC,2602.6,0.006370000000003984,-0.0022199999999941156,16.0,3.0,35.0,-16.0,106.0,3.0,0.0,9.0,6.0,-43.0,3.702,2356.6,True,True,False,2418.4893,1.0,-708.1448744666382,2322.2930640014524,35.08825954780866,-7.291343999723722,29.164267674570056,-8.332964571483119,114.56717132060132,38.48376280978771,-1.0,1.0,0.14285714285714693,-0.7142857142857143,32.34285714285715,32.35831281391639,33.164986996940414
66.35,2291.52,929.6,-16.85714,82.4, -,8.751458,0.04999999999999716,0.0,-2.3447910280083306e-12,Apr 13 2025 17:00:24.000 UTC,2602.6,0.006370000000003984,-0.0022199999999941156,16.0,3.0,35.0,-16.0,106.0,3.0,0.0,9.0,6.0,-43.0,3.702,2356.6,True,True,False,2418.4893,1.0,-708.1448744666382,2322.2930640014524,35.08825954780866,-7.291343999723722,29.164267674570056,-8.332964571483119,114.56717132060132,38.48376280978771,-1.0,1.0,0.14285714285714693,-0.7142857142857143,32.34285714285715,32.35831281391639,33.164986996940414
66.4,2291.52,929.6,-14.04762,82.4, -,8.751458,0.05000000000001137,56.19039999998724,-8.027200000002804,Apr 13 2025 17:00:24.000 UTC,2602.6,0.006370000000003984,-0.0022199999999941156,16.0,3.0,35.0,-16.0,106.0,3.0,0.0,9.0,6.0,-43.0,3.702,2356.6,True,True,False,2418.4893,1.0,-708.1448744666382,2322.2930640014524,35.08825954780866,-7.291343999723722,29.164267674570056,-8.332964571483119,114.56717132060132,38.48376280978771,-1.0,1.0,0.14285714285714693,-0.7142857142857143,32.34285714285715,32.35831281391639,33.164986996940414
66.45,2288.592,929.7,-16.85714,82.4, -,8.751458,0.04999999999999716,-56.190400000003216,8.027199999998114,Apr 13 2025 17:00:24.000 UTC,2602.6,0.006370000000003984,-0.0022199999999941156,16.0,3.0,35.0,-16.0,106.0,3.0,0.0,9.0,6.0,-43.0,3.702,2356.6,True,True,False,2418.4893,1.0,-708.1448744666382,2322.2930640014524,35.08825954780866,-7.291343999723722,29.164267674570056,-8.332964571483119,114.56717132060132,38.48376280978771,-1.0,1.0,0.14285714285714693,-0.7142857142857143,32.34285714285715,32.35831281391639,33.164986996940414
66.5,2288.592,929.7,-16.85714,82.4, -,8.751458,0.04999999999999716,0.0,8.027199999998114,Apr 13 2025 17:00:24.000 UTC,2602.6,0.006370000000003984,-0.0022199999999941156,16.0,3.0,35.0,-16.0,106.0,3.0,0.0,9.0,6.0,-43.0,3.702,2356.6,True,True,False,2418.4893,1.0,-708.1448744666382,2322.2930640014524,35.08825954780866,-7.291343999723722,29.164267674570056,-8.332964571483119,114.56717132060132,38.48376280978771,-1.0,1.0,0.14285714285714693,-0.7142857142857143,32.34285714285715,32.35831281391639,33.164986996940414
66.55,2288.592,929.7,-16.85714,82.4, -,8.770906,0.04999999999999716,0.0,-2.3447910280083306e-12,Apr 13 2025 17:00:24.000 UTC,2602.6,0.006370000000003984,-0.0022199999999941156,16.0,3.0,35.0,-16.0,106.0,3.0,0.0,9.0,6.0,-43.0,3.702,2356.6,True,True,False,2418.4893,1.0,-708.1448744666382,2322.2930640014524,35.08825954780866,-7.291343999723722,29.164267674570056,-8.332964571483119,114.56717132060132,38.48376280978771,-1.0,1.0,0.14285714285714693,-0.7142857142857143,32.34285714285715,32.35831281391639,33.164986996940414
66.6,2288.592,929.7,-14.04762,82.4, -,8.770906,0.04999999999999716,56.190400000003216,-8.027200000000523,Apr 13 2025 17:00:24.000 UTC,2602.6,0.006370000000003984,-0.0022199999999941156,16.0,3.0,35.0,-16.0,106.0,3.0,0.0,9.0,6.0,-43.0,3.702,2356.6,True,True,False,2418.4893,1.0,-708.1448744666382,2322.2930640014524,35.08825954780866,-7.291343999723722,29.164267674570056,-8.332964571483119,114.56717132060132,38.48376280978771,-1.0,1.0,0.14285714285714693,-0.7142857142857143,32.34285714285715,32.35831281391639,33.164986996940414
66.65,2288.592,929.7,-14.04762,82.4, -,8.770906,0.05000000000001137,0.0,8.027200000000397,Apr 13 2025 17:00:24.000 UTC,2602.6,0.006370000000003984,-0.0022199999999941156,16.0,3.0,35.0,-16.0,106.0,3.0,0.0,9.0,6.0,-43.0,3.702,2356.6,True,True,False,2418.4893,1.0,-708.1448744666382,2322.2930640014524,35.08825954780866,-7.291343999723722,29.164267674570056,-8.332964571483119,114.56717132060132,38.48376280978771,-1.0,1.0,0.14285714285714693,-0.7142857142857143,32.34285714285715,32.35831281391639,33.164986996940414
66.7,2285.666,929.8,-16.85714,82.4, -,8.770906,0.04999999999999716,-56.190400000003216,-6.293378516732316e-14,Apr 13 2025 17:00:24.000 UTC,2602.6,0.006370000000003984,-0.0022199999999941156,16.0,3.0,35.0,-16.0,106.0,3.0,0.0,9.0,6.0,-43.0,3.702,2356.6,True,True,False,2418.4893,1.0,-708.1448744666382,2322.2930640014524,35.08825954780866,-7.291343999723722,29.164267674570056,-8.332964571483119,114.56717132060132,38.48376280978771,-1.0,1.0,0.14285714285714693,-0.7142857142857143,32.34285714285715,32.35831281391639,33.164986996940414
66.75,2285.666,929.8,-16.85714,82.4, -,8.770906,0.04999999999999716,0.0,8.027199999998114,Apr 13 2025 17:00:24.000 UTC,2602.6,0.006370000000003984,-0.0022199999999941156,16.0,3.0,35.0,-16.0,106.0,3.0,0.0,9.0,6.0,-43.0,3.702,2356.6,True,True,False,2418.4893,1.0,-708.1448744666382,2322.2930640014524,35.08825954780866,-7.291343999723722,29.164267674570056,-8.332964571483119,114.56717132060132,38.48376280978771,-1.0,1.0,0.14285714285714693,-0.7142857142857143,32.34285714285715,32.35831281391639,33.164986996940414
66.8,2285.666,929.8,-14.04762,82.4, -,8.770906,0.04999999999999716,56.190400000003216,-8.027200000002804,Apr 13 2025 17:00:24.000 UTC,2602.6,0.006370000000003984,-0.0022199999999941156,16.0,3.0,35.0,-16.0,106.0,3.0,0.0,9.0,6.0,-43.0,3.702,2356.6,True,True,False,2418.4893,1.0,-708.1448744666382,2322.2930640014524,35.08825954780866,-7.291343999723722,29.164267674570056,-8.332964571483119,114.56717132060132,38.48376280978771,-1.0,1.0,0.14285714285714693,-0.7142857142857143,32.34285714285715,32.35831281391639,33.164986996940414
66.85,2282.738,929.9,-16.85714,82.4, -,8.770906,0.04999999999999716,-56.190400000003216,-8.027200000002804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66.9,2282.738,929.9,-14.04762,82.4, -,8.770906,0.05000000000001137,56.19039999998724,-2.3447910280083306e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66.95,2279.812,930.0,-16.85714,82.4, -,8.770906,0.04999999999999716,-56.190400000003216,-8.027228571431369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67.0,2279.812,930.0,-16.85714,82.4, -,8.770906,0.04999999999999716,0.0,-8.027200000005084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67.05,2279.812,930.0,-16.85714,82.4, -,8.770906,0.04999999999999716,0.0,-4.626648270849338e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67.1,2276.887,930.1,-19.66667,82.4, -,8.770906,0.04999999999999716,-56.19060000000317,-16.054428571431828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67.15,2276.887,930.1,-16.85714,82.4, -,8.770906,0.05000000000001137,56.1905999999872,-2.3447910280083306e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67.2,2276.887,930.1,-16.85714,82.4, -,8.770906,0.04999999999999716,0.0,-8.027228571431369,Apr 13 2025 17:00:25.000 UTC,2584.8,0.006330000000005498,-0.002119999999990796,16.0,3.0,31.0,-20.0,127.0,3.0,0.0,9.0,5.0,-44.0,3.702,2338.8,True,True,False,2395.5779,1.0,-676.2464566967273,2307.7103760020045,31.898417769910907,-14.582687999447899,26.885809262433572,-11.457826285650558,122.82854179141253,36.89173349139343,-4.0,-4.0,4.0602442043434294e-15,-2.7142857142857144,32.20000000000001,32.44749605131343,32.69879148877498
67.25,2273.96,930.2,-19.66667,82.4, -,8.770906,0.04999999999999716,-56.19060000000317,-8.027228571431369,Apr 13 2025 17:00:25.000 UTC,2584.8,0.006330000000005498,-0.002119999999990796,16.0,3.0,31.0,-20.0,127.0,3.0,0.0,9.0,5.0,-44.0,3.702,2338.8,True,True,False,2395.5779,1.0,-676.2464566967273,2307.7103760020045,31.898417769910907,-14.582687999447899,26.885809262433572,-11.457826285650558,122.82854179141253,36.89173349139343,-4.0,-4.0,4.0602442043434294e-15,-2.7142857142857144,32.20000000000001,32.44749605131343,32.69879148877498
67.3,2273.96,930.2,-16.85714,82.4, -,8.770906,0.04999999999999716,56.19060000000317,-2.3447910280083306e-12,Apr 13 2025 17:00:25.000 UTC,2584.8,0.006330000000005498,-0.002119999999990796,16.0,3.0,31.0,-20.0,127.0,3.0,0.0,9.0,5.0,-44.0,3.702,2338.8,True,True,False,2395.5779,1.0,-676.2464566967273,2307.7103760020045,31.898417769910907,-14.582687999447899,26.885809262433572,-11.457826285650558,122.82854179141253,36.89173349139343,-4.0,-4.0,4.0602442043434294e-15,-2.7142857142857144,32.20000000000001,32.44749605131343,32.69879148877498
67.35,2271.035,930.3,-19.66667,82.4, -,8.770906,0.04999999999999716,-56.19060000000317,-6.293378516732316e-14,Apr 13 2025 17:00:25.000 UTC,2584.8,0.006330000000005498,-0.002119999999990796,16.0,3.0,31.0,-20.0,127.0,3.0,0.0,9.0,5.0,-44.0,3.702,2338.8,True,True,False,2395.5779,1.0,-676.2464566967273,2307.7103760020045,31.898417769910907,-14.582687999447899,26.885809262433572,-11.457826285650558,122.82854179141253,36.89173349139343,-4.0,-4.0,4.0602442043434294e-15,-2.7142857142857144,32.20000000000001,32.44749605131343,32.69879148877498
67.4,2271.035,930.3,-19.66667,82.4, -,8.770906,0.05000000000001137,0.0,-8.027228571429088,Apr 13 2025 17:00:25.000 UTC,2584.8,0.006330000000005498,-0.002119999999990796,16.0,3.0,31.0,-20.0,127.0,3.0,0.0,9.0,5.0,-44.0,3.702,2338.8,True,True,False,2395.5779,1.0,-676.2464566967273,2307.7103760020045,31.898417769910907,-14.582687999447899,26.885809262433572,-11.457826285650558,122.82854179141253,36.89173349139343,-4.0,-4.0,4.0602442043434294e-15,-2.7142857142857144,32.20000000000001,32.44749605131343,32.69879148877498
67.45,2271.035,930.3,-19.66667,82.4, -,8.770906,0.04999999999999716,0.0,-6.293378516732316e-14,Apr 13 2025 17:00:25.000 UTC,2584.8,0.006330000000005498,-0.002119999999990796,16.0,3.0,31.0,-20.0,127.0,3.0,0.0,9.0,5.0,-44.0,3.702,2338.8,True,True,False,2395.5779,1.0,-676.2464566967273,2307.7103760020045,31.898417769910907,-14.582687999447899,26.885809262433572,-11.457826285650558,122.82854179141253,36.89173349139343,-4.0,-4.0,4.0602442043434294e-15,-2.7142857142857144,32.20000000000001,32.44749605131343,32.69879148877498
67.5,2271.035,930.3,-16.85714,82.4, -,8.751458,0.04999999999999716,56.19060000000317,-8.027228571429088,Apr 13 2025 17:00:25.000 UTC,2584.8,0.006330000000005498,-0.002119999999990796,16.0,3.0,31.0,-20.0,127.0,3.0,0.0,9.0,5.0,-44.0,3.702,2338.8,True,True,False,2395.5779,1.0,-676.2464566967273,2307.7103760020045,31.898417769910907,-14.582687999447899,26.885809262433572,-11.457826285650558,122.82854179141253,36.89173349139343,-4.0,-4.0,4.0602442043434294e-15,-2.7142857142857144,32.20000000000001,32.44749605131343,32.69879148877498
67.55,2268.109,930.4,-19.66667,82.4, -,8.751458,0.04999999999999716,-56.19060000000317,-6.293378516732316e-14,Apr 13 2025 17:00:25.000 UTC,2584.8,0.006330000000005498,-0.002119999999990796,16.0,3.0,31.0,-20.0,127.0,3.0,0.0,9.0,5.0,-44.0,3.702,2338.8,True,True,False,2395.5779,1.0,-676.2464566967273,2307.7103760020045,31.898417769910907,-14.582687999447899,26.885809262433572,-11.457826285650558,122.82854179141253,36.89173349139343,-4.0,-4.0,4.0602442043434294e-15,-2.7142857142857144,32.20000000000001,32.44749605131343,32.69879148877498
67.6,2268.109,930.4,-19.66667,82.4, -,8.751458,0.04999999999999716,0.0,0.1360571428570832,Apr 13 2025 17:00:25.000 UTC,2584.8,0.006330000000005498,-0.002119999999990796,16.0,3.0,31.0,-20.0,127.0,3.0,0.0,9.0,5.0,-44.0,3.702,2338.8,True,True,False,2395.5779,1.0,-676.2464566967273,2307.7103760020045,31.898417769910907,-14.582687999447899,26.885809262433572,-11.457826285650558,122.82854179141253,36.89173349139343,-4.0,-4.0,4.0602442043434294e-15,-2.7142857142857144,32.20000000000001,32.44749605131343,32.69879148877498
67.65,2268.109,930.4,-19.66667,82.4, -,8.751458,0.05000000000001137,0.0,8.027228571428962,Apr 13 2025 17:00:25.000 UTC,2584.8,0.006330000000005498,-0.002119999999990796,16.0,3.0,31.0,-20.0,127.0,3.0,0.0,9.0,5.0,-44.0,3.702,2338.8,True,True,False,2395.5779,1.0,-676.2464566967273,2307.7103760020045,31.898417769910907,-14.582687999447899,26.885809262433572,-11.457826285650558,122.82854179141253,36.89173349139343,-4.0,-4.0,4.0602442043434294e-15,-2.7142857142857144,32.20000000000001,32.44749605131343,32.69879148877498
67.7,2268.109,930.4,-19.66667,82.4, -,8.751458,0.04999999999999716,0.0,-7.891171428571941,Apr 13 2025 17:00:25.000 UTC,2584.8,0.006330000000005498,-0.002119999999990796,16.0,3.0,31.0,-20.0,127.0,3.0,0.0,9.0,5.0,-44.0,3.702,2338.8,True,True,False,2395.5779,1.0,-676.2464566967273,2307.7103760020045,31.898417769910907,-14.582687999447899,26.885809262433572,-11.457826285650558,122.82854179141253,36.89173349139343,-4.0,-4.0,4.0602442043434294e-15,-2.7142857142857144,32.20000000000001,32.44749605131343,32.69879148877498
67.75,2265.185,930.5,-19.61905,82.4, -,8.751458,0.04999999999999716,0.952400000000023,8.163285714283836,Apr 13 2025 17:00:25.000 UTC,2584.8,0.006330000000005498,-0.002119999999990796,16.0,3.0,31.0,-20.0,127.0,3.0,0.0,9.0,5.0,-44.0,3.702,2338.8,True,True,False,2395.5779,1.0,-676.2464566967273,2307.7103760020045,31.898417769910907,-14.582687999447899,26.885809262433572,-11.457826285650558,122.82854179141253,36.89173349139343,-4.0,-4.0,4.0602442043434294e-15,-2.7142857142857144,32.20000000000001,32.44749605131343,32.69879148877498
67.8,2268.109,930.4,-16.85714,82.4, -,8.751458,0.04999999999999716,55.23820000000315,8.163285714283836,Apr 13 2025 17:00:25.000 UTC,2584.8,0.006330000000005498,-0.002119999999990796,16.0,3.0,31.0,-20.0,127.0,3.0,0.0,9.0,5.0,-44.0,3.702,2338.8,True,True,False,2395.5779,1.0,-676.2464566967273,2307.7103760020045,31.898417769910907,-14.582687999447899,26.885809262433572,-11.457826285650558,122.82854179141253,36.89173349139343,-4.0,-4.0,4.0602442043434294e-15,-2.7142857142857144,32.20000000000001,32.44749605131343,32.69879148877498
67.85,2265.185,930.5,-19.61905,82.4, -,8.751458,0.04999999999999716,-55.23820000000315,8.299314285712413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67.9,2265.185,930.5,-16.80952,82.4, -,8.751458,0.05000000000001137,56.19059999998727,8.299314285712413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67.95,2265.185,930.5,-16.80952,82.4, -,8.751458,0.04999999999999716,0.0,0.13605714285481188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68.0,2262.26,930.6,-16.76191,82.4, -,8.751458,0.04999999999999716,0.9522000000000306,0.27208571428110623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68.05,2262.26,930.6,-16.76191,82.4, -,8.751458,0.04999999999999716,0.0,0.27211428570967655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68.1,2259.335,930.7,-19.57143,82.4, -,8.751458,0.04999999999999716,-56.19040000000318,-7.7551142857170765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68.15,2259.335,930.7,-16.76191,82.4, -,8.751458,0.05000000000001137,56.19039999998721,0.2721142857119584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68.2,2256.411,930.8,-19.52381,82.4, -,8.751458,0.04999999999999716,-55.238000000003154,-7.891142857145653,Apr 13 2025 17:00:26.000 UTC,2566.2,0.006280000000003838,-0.0020499999999969987,16.0,3.0,24.0,-18.0,137.0,3.0,0.0,8.0,7.0,-44.0,3.702,2320.2,True,True,False,2372.6235,1.0,-653.9175642605094,2289.482016001399,22.32889243621787,-18.228360000605335,23.24027580262662,-13.020257142919295,126.86989764584402,30.0,2.0,-7.0,4.0602442043434294e-15,-2.857142857142857,32.20000000000001,32.9520864286315,32.67787229592536
68.25,2256.411,930.8,-19.52381,82.4, -,8.751458,0.04999999999999716,0.0,0.13608571428110036,Apr 13 2025 17:00:26.000 UTC,2566.2,0.006280000000003838,-0.0020499999999969987,16.0,3.0,24.0,-18.0,137.0,3.0,0.0,8.0,7.0,-44.0,3.702,2320.2,True,True,False,2372.6235,1.0,-653.9175642605094,2289.482016001399,22.32889243621787,-18.228360000605335,23.24027580262662,-13.020257142919295,126.86989764584402,30.0,2.0,-7.0,4.0602442043434294e-15,-2.857142857142857,32.20000000000001,32.9520864286315,32.67787229592536
68.3,2256.411,930.8,-16.71428,82.4, -,8.751458,0.04999999999999716,56.19060000000324,0.27211428570967655,Apr 13 2025 17:00:26.000 UTC,2566.2,0.006280000000003838,-0.0020499999999969987,16.0,3.0,24.0,-18.0,137.0,3.0,0.0,8.0,7.0,-44.0,3.702,2320.2,True,True,False,2372.6235,1.0,-653.9175642605094,2289.482016001399,22.32889243621787,-18.228360000605335,23.24027580262662,-13.020257142919295,126.86989764584402,30.0,2.0,-7.0,4.0602442043434294e-15,-2.857142857142857,32.20000000000001,32.9520864286315,32.67787229592536
68.35,2253.486,930.9,-19.52381,82.4, -,8.751458,0.04999999999999716,-56.19060000000324,-7.755085714288496,Apr 13 2025 17:00:26.000 UTC,2566.2,0.006280000000003838,-0.0020499999999969987,16.0,3.0,24.0,-18.0,137.0,3.0,0.0,8.0,7.0,-44.0,3.702,2320.2,True,True,False,2372.6235,1.0,-653.9175642605094,2289.482016001399,22.32889243621787,-18.228360000605335,23.24027580262662,-13.020257142919295,126.86989764584402,30.0,2.0,-7.0,4.0602442043434294e-15,-2.857142857142857,32.20000000000001,32.9520864286315,32.67787229592536
68.4,2253.486,930.9,-16.71428,82.4, -,8.751458,0.05000000000001137,56.19059999998727,-7.755085714288496,Apr 13 2025 17:00:26.000 UTC,2566.2,0.006280000000003838,-0.0020499999999969987,16.0,3.0,24.0,-18.0,137.0,3.0,0.0,8.0,7.0,-44.0,3.702,2320.2,True,True,False,2372.6235,1.0,-653.9175642605094,2289.482016001399,22.32889243621787,-18.228360000605335,23.24027580262662,-13.020257142919295,126.86989764584402,30.0,2.0,-7.0,4.0602442043434294e-15,-2.857142857142857,32.20000000000001,32.9520864286315,32.67787229592536
68.45,2250.563,931.0,-19.47619,82.4, -,8.751458,0.04999999999999716,-55.23820000000315,-7.61905714285992,Apr 13 2025 17:00:26.000 UTC,2566.2,0.006280000000003838,-0.0020499999999969987,16.0,3.0,24.0,-18.0,137.0,3.0,0.0,8.0,7.0,-44.0,3.702,2320.2,True,True,False,2372.6235,1.0,-653.9175642605094,2289.482016001399,22.32889243621787,-18.228360000605335,23.24027580262662,-13.020257142919295,126.86989764584402,30.0,2.0,-7.0,4.0602442043434294e-15,-2.857142857142857,32.20000000000001,32.9520864286315,32.67787229592536
68.5,2250.563,931.0,-19.47619,82.4, -,8.751458,0.04999999999999716,0.0,-15.646285714288954,Apr 13 2025 17:00:26.000 UTC,2566.2,0.006280000000003838,-0.0020499999999969987,16.0,3.0,24.0,-18.0,137.0,3.0,0.0,8.0,7.0,-44.0,3.702,2320.2,True,True,False,2372.6235,1.0,-653.9175642605094,2289.482016001399,22.32889243621787,-18.228360000605335,23.24027580262662,-13.020257142919295,126.86989764584402,30.0,2.0,-7.0,4.0602442043434294e-15,-2.857142857142857,32.20000000000001,32.9520864286315,32.67787229592536
68.55,2247.641,931.1,-22.23809,82.4, -,8.751458,0.04999999999999716,-55.238000000003154,-7.61905714285992,Apr 13 2025 17:00:26.000 UTC,2566.2,0.006280000000003838,-0.0020499999999969987,16.0,3.0,24.0,-18.0,137.0,3.0,0.0,8.0,7.0,-44.0,3.702,2320.2,True,True,False,2372.6235,1.0,-653.9175642605094,2289.482016001399,22.32889243621787,-18.228360000605335,23.24027580262662,-13.020257142919295,126.86989764584402,30.0,2.0,-7.0,4.0602442043434294e-15,-2.857142857142857,32.20000000000001,32.9520864286315,32.67787229592536
