Time,Altitude,Pressure,Velocity,Temperature,Events,Voltages
153.55,571.0464,989.90,-21.33333,81.5, -,8.751458
153.60,568.2653,990.00,-21.33333,81.5, -,8.751458
153.65,565.4844,990.10,-24,81.5, -,8.751458
153.70,565.4844,990.10,-24,81.5, -,8.751458
153.75,562.702,990.20,-26.66667,81.5, -,8.751458
153.80,562.702,990.20,-24,81.5, -,8.751458
153.85,559.9215,990.30,-26.66667,81.5, -,8.751458
153.90,559.9215,990.30,-24,81.5, -,8.751458
153.95,559.9215,990.30,-24,81.5, -,8.751458
154.00,557.1396,990.40,-26.66667,81.5, -,8.751458
154.05,557.1396,990.40,-26.66667,81.5, -,8.751458
154.10,557.1396,990.40,-24,81.5, -,8.751458
154.15,554.3596,990.50,-26.66667,81.5, -,8.751458
154.20,554.3596,990.50,-24,81.5, -,8.751458
154.25,554.3596,990.50,-24,81.5, -,8.751458
154.30,551.5798,990.60,-26.66667,81.5, -,8.751458
154.35,551.5798,990.60,-24,81.5, -,8.751458
154.40,551.5798,990.60,-24,81.5, -,8.751458
154.45,548.7985,990.70,-26.66667,81.5, -,8.751458
154.50,546.0192,990.80,-26.66667,81.5, -,8.751458
154.55,546.0192,990.80,-24,81.5, -,8.770906
154.60,543.2384,990.90,-26.66667,81.5, -,8.770906
154.65,543.2384,990.90,-24,81.5, -,8.770906
154.70,543.2384,990.90,-21.33333,81.5, -,8.770906
154.75,540.4595,991.00,-24,81.5, -,8.770906
154.80,537.6808,991.10,-24,81.5, -,8.770906
154.85,537.6808,991.10,-24,81.5, -,8.770906
154.90,534.9008,991.20,-24,81.5, -,8.770906
154.95,534.9008,991.20,-24,81.5, -,8.770906
155.00,532.1226,991.30,-26.66667,81.5, -,8.770906
155.05,532.1226,991.30,-24,81.5, -,8.770906
155.10,529.3429,991.40,-26.66667,81.5, -,8.770906
155.15,529.3429,991.40,-26.66667,81.5, -,8.770906
155.20,529.3429,991.40,-24,81.5, -,8.770906
155.25,526.5651,991.50,-26.66667,81.5, -,8.770906
155.30,526.5651,991.50,-26.66667,81.5, -,8.770906
155.35,523.7876,991.60,-26.66667,81.5, -,8.770906
155.40,523.7876,991.60,-26.66667,81.5, -,8.770906
155.45,521.0086,991.70,-29.33333,81.5, -,8.770906
155.50,521.0086,991.70,-26.66667,81.5, -,8.751458
155.55,521.0086,991.70,-24,81.5, -,8.751458
155.60,518.2316,991.80,-26.66667,81.5, -,8.751458
155.65,518.2316,991.80,-24,81.5, -,8.751458
155.70,518.2316,991.80,-24,81.5, -,8.751458
155.75,515.4531,991.90,-26.66667,81.5, -,8.751458
155.80,515.4531,991.90,-24,81.5, -,8.751458
155.85,512.6765,992.00,-24,81.5, -,8.751458
155.90,512.6765,992.00,-24,81.5, -,8.751458
155.95,512.6765,992.00,-21.33333,81.5, -,8.751458
156.00,509.9001,992.10,-24,81.5, -,8.751458
156.05,507.1222,992.20,-24,81.5, -,8.751458
156.10,507.1222,992.20,-24,81.5, -,8.751458
156.15,507.1222,992.20,-21.33333,81.5, -,8.751458
156.20,504.3463,992.30,-24,81.5, -,8.751458
156.25,504.3463,992.30,-24,81.5, -,8.751458
156.30,504.3463,992.30,-21.33333,81.5, -,8.751458
156.35,501.5689,992.40,-24,81.5, -,8.751458
156.40,501.5689,992.40,-21.33333,81.5, -,8.751458
156.45,498.7934,992.50,-24,81.5, -,8.751458
156.50,498.7934,992.50,-21.33333,81.5, -,8.751458
156.55,496.0181,992.60,-24,81.5, -,8.751458
156.60,496.0181,992.60,-24,81.5, -,8.751458
156.66,496.0181,992.60,-21.33333,81.5, -,8.751458
156.71,496.0181,992.60,-21.33333,81.5, -,8.751458
156.76,493.2414,992.70,-24,81.5, -,8.751458
156.81,493.2414,992.70,-21.33333,81.5, -,8.751458
156.86,490.4666,992.80,-23.95238,81.5, -,8.751458
156.91,490.4666,992.80,-21.28572,81.5, -,8.751458
156.96,490.4666,992.80,-21.28572,81.5, -,8.751458
157.01,487.6903,992.90,-23.95238,81.5, -,8.751458
157.06,487.6903,992.90,-21.28572,81.5, -,8.751458
157.11,484.916,993.00,-21.23809,81.5, -,8.751458
157.16,484.916,993.00,-21.23809,81.5, -,8.751458
157.21,484.916,993.00,-21.23809,81.5, -,8.751458
157.26,482.1419,993.10,-21.19048,81.5, -,8.751458
157.31,479.3663,993.20,-23.85714,81.5, -,8.751458
157.36,479.3663,993.20,-23.85714,81.5, -,8.751458
157.41,476.5926,993.30,-23.80952,81.5, -,8.751458
157.46,476.5926,993.30,-23.80952,81.5, -,8.751458
157.51,476.5926,993.30,-21.14286,81.5, -,8.770906
157.56,473.8175,993.40,-23.80952,81.5, -,8.770906
157.61,473.8175,993.40,-21.14286,81.5, -,8.770906
157.66,471.0443,993.50,-23.76191,81.5, -,8.770906
157.71,471.0443,993.50,-23.76191,81.5, -,8.770906
157.76,468.2713,993.60,-26.38095,81.5, -,8.770906
157.81,468.2713,993.60,-23.71428,81.5, -,8.770906
157.86,468.2713,993.60,-23.71428,81.5, -,8.770906
157.91,465.4968,993.70,-23.71428,81.5, -,8.770906
157.96,465.4968,993.70,-23.71428,81.5, -,8.770906
158.01,462.7243,993.80,-26.33333,81.5, -,8.770906
158.06,462.7243,993.80,-23.66667,81.5, -,8.770906
158.11,459.9503,993.90,-26.28572,81.5, -,8.770906
158.16,457.1782,994.00,-26.28572,81.5, -,8.770906
158.21,457.1782,994.00,-26.28572,81.5, -,8.770906
158.26,457.1782,994.00,-26.28572,81.5, -,8.770906
158.31,454.4063,994.10,-26.28572,81.5, -,8.770906
158.36,454.4063,994.10,-23.61905,81.5, -,8.770906
158.41,451.633,994.20,-26.23809,81.5, -,8.770906
158.46,451.633,994.20,-23.61905,81.5, -,8.770906
158.51,448.8616,994.30,-26.23809,81.5, -,8.770906
158.56,448.8616,994.30,-26.23809,81.5, -,8.770906
158.61,448.8616,994.30,-23.57143,81.5, -,8.770906
158.66,446.0887,994.40,-26.19048,81.5, -,8.770906
158.71,446.0887,994.40,-23.57143,81.5, -,8.770906
158.76,443.3178,994.50,-26.19048,81.5, -,8.770906
158.81,440.5471,994.60,-26.19048,81.5, -,8.770906
158.86,440.5471,994.60,-26.19048,81.5, -,8.770906
158.91,440.5471,994.60,-26.19048,81.5, -,8.770906
158.96,437.7749,994.70,-26.19048,81.5, -,8.770906
159.01,437.7749,994.70,-26.19048,81.5, -,8.770906
159.06,437.7749,994.70,-23.57143,81.5, -,8.770906
159.11,437.7749,994.70,-23.57143,81.5, -,8.770906
159.16,435.0046,994.80,-23.57143,81.5, -,8.770906
159.21,432.2328,994.90,-23.57143,81.5, -,8.770906
159.26,432.2328,994.90,-23.57143,81.5, -,8.770906
159.31,432.2328,994.90,-23.57143,81.5, -,8.770906
159.36,429.463,995.00,-23.57143,81.5, -,8.770906
159.41,429.463,995.00,-23.57143,81.5, -,8.770906
159.46,429.463,995.00,-20.95238,81.5, -,8.770906
159.51,426.6934,995.10,-23.57143,81.5, -,8.770906
159.56,426.6934,995.10,-20.95238,81.5, -,8.770906
159.61,423.9223,995.20,-23.57143,81.5, -,8.770906
159.66,423.9223,995.20,-23.57143,81.5, -,8.770906
159.71,421.1532,995.30,-23.57143,81.5, -,8.770906
159.76,418.3826,995.40,-26.19048,81.5, -,8.770906
159.81,418.3826,995.40,-23.57143,81.5, -,8.770906
159.86,418.3826,995.40,-20.95238,81.5, -,8.770906
159.91,415.6139,995.50,-23.57143,81.5, -,8.770906
159.96,415.6139,995.50,-23.57143,81.5, -,8.770906
160.01,415.6139,995.50,-20.95238,81.5, -,8.770906
160.06,412.8454,995.60,-23.57143,81.5, -,8.770906
160.11,410.0754,995.70,-26.19048,81.5, -,8.770906
160.16,410.0754,995.70,-26.19048,81.5, -,8.770906
160.21,410.0754,995.70,-23.57143,81.5, -,8.770906
160.26,410.0754,995.70,-20.95238,81.5, -,8.770906
160.31,410.0754,995.70,-20.95238,81.5, -,8.770906
160.36,407.3074,995.80,-23.57143,81.5, -,8.770906
160.41,407.3074,995.80,-20.95238,81.5, -,8.770906
160.46,404.5379,995.90,-23.57143,81.5, -,8.770906
160.51,401.7704,996.00,-26.19048,81.5, -,8.770906
160.56,399.003,996.10,-26.19048,81.5, -,8.770906
160.61,399.003,996.10,-26.19048,81.5, -,8.770906
160.66,399.003,996.10,-23.57143,81.5, -,8.770906
160.71,396.2342,996.20,-26.19048,81.5, -,8.770906
160.76,396.2342,996.20,-23.57143,81.5, -,8.770906
160.81,396.2342,996.20,-20.95238,81.5, -,8.770906
160.86,399.003,996.10,-18.33333,81.5, -,8.770906
160.91,396.2342,996.20,-20.95238,81.5, -,8.770906
160.96,393.4673,996.30,-20.95238,81.5, -,8.770906
161.01,390.6989,996.40,-23.57143,81.5, -,8.770906
161.06,390.6989,996.40,-23.57143,81.5, -,8.770906
161.11,390.6989,996.40,-20.95238,81.5, -,8.770906
161.16,387.9325,996.50,-20.95238,81.5, -,8.770906
161.21,387.9325,996.50,-20.95238,81.5, -,8.770906
161.26,385.1662,996.60,-23.57143,81.5, -,8.770906
161.31,385.1662,996.60,-23.57143,81.5, -,8.770906
161.36,385.1662,996.60,-23.57143,81.5, -,8.770906
161.41,382.3985,996.70,-23.57143,81.5, -,8.770906
161.46,379.6328,996.80,-26.19048,81.5, -,8.770906
161.51,379.6328,996.80,-23.57143,81.5, -,8.751458
161.56,379.6328,996.80,-20.95238,81.5, -,8.751458
161.61,376.8655,996.90,-20.95238,81.5, -,8.751458
161.66,376.8655,996.90,-20.95238,81.5, -,8.751458
161.71,379.6328,996.80,-18.33333,81.5, -,8.751458
161.76,376.8655,996.90,-18.33333,81.5, -,8.751458
161.81,376.8655,996.90,-18.33333,81.5, -,8.751458
161.86,376.8655,996.90,-18.33333,81.5, -,8.751458
161.91,376.8655,996.90,-20.95238,81.5, -,8.751458
161.96,374.1002,997.00,-20.95238,81.5, -,8.751458
162.01,374.1002,997.00,-18.33333,81.5, -,8.751458
162.06,374.1002,997.00,-15.71429,81.5, -,8.751458
162.11,374.1002,997.00,-15.71429,81.5, -,8.751458
162.16,371.3351,997.10,-18.33333,81.5, -,8.751458
162.21,371.3351,997.10,-15.71429,81.5, -,8.751458
162.26,368.5685,997.20,-18.33333,81.5, -,8.751458
162.31,368.5685,997.20,-15.71429,81.5, -,8.751458
162.36,365.8039,997.30,-18.33333,81.5, -,8.751458
162.41,363.0377,997.40,-20.95238,81.5, -,8.751458
162.46,360.2735,997.50,-20.95238,81.5, -,8.751458
162.51,360.2735,997.50,-18.33333,81.5, -,8.751458
162.56,354.7441,997.70,-23.61905,81.32, -,8.770906
162.61,351.9806,997.80,-26.23809,81.32, -,8.770906
162.66,351.9806,997.80,-23.61905,81.32, -,8.770906
162.71,349.2156,997.90,-26.23809,81.32, -,8.770906
162.76,349.2156,997.90,-28.85714,81.32, -,8.770906
162.81,346.4525,998.00,-28.85714,81.32, -,8.770906
162.86,346.4525,998.00,-28.85714,81.32, -,8.770906
162.91,346.4525,998.00,-28.85714,81.32, -,8.770906
162.96,343.6896,998.10,-31.47619,81.32, -,8.770906
163.01,343.6896,998.10,-28.85714,81.32, -,8.770906
163.06,340.9253,998.20,-31.47619,81.32, -,8.770906
163.11,340.9253,998.20,-31.47619,81.32, -,8.770906
163.16,340.9253,998.20,-31.47619,81.32, -,8.770906
163.21,338.1629,998.30,-31.47619,81.32, -,8.770906
163.26,338.1629,998.30,-31.47619,81.32, -,8.770906
163.31,338.1629,998.30,-28.85714,81.32, -,8.770906
163.36,335.399,998.40,-31.47619,81.32, -,8.770906
163.41,335.399,998.40,-28.85714,81.32, -,8.770906
163.46,335.399,998.40,-26.23809,81.32, -,8.770906
163.51,332.6371,998.50,-26.23809,81.32, -,8.770906
163.56,329.8753,998.60,-28.85714,81.32, -,8.770906
163.61,329.8753,998.60,-23.57143,81.32, -,8.770906
163.66,329.8753,998.60,-20.95238,81.32, -,8.770906
163.71,329.8753,998.60,-20.95238,81.32, -,8.770906
163.76,327.1121,998.70,-20.95238,81.32, -,8.770906
163.81,324.3508,998.80,-23.57143,81.32, -,8.770906
163.86,324.3508,998.80,-20.95238,81.32, -,8.770906
163.91,321.588,998.90,-23.57143,81.32, -,8.770906
163.96,321.588,998.90,-23.57143,81.32, -,8.770906
164.01,321.588,998.90,-20.95238,81.32, -,8.770906
164.06,318.8272,999.00,-23.57143,81.32, -,8.770906
164.11,318.8272,999.00,-20.95238,81.32, -,8.770906
164.16,318.8272,999.00,-20.95238,81.32, -,8.770906
164.21,318.8272,999.00,-20.95238,81.32, -,8.770906
164.26,316.0666,999.10,-20.95238,81.32, -,8.770906
164.31,316.0666,999.10,-20.95238,81.32, -,8.770906
164.36,313.3045,999.20,-23.57143,81.32, -,8.770906
164.41,313.3045,999.20,-20.95238,81.32, -,8.770906
164.46,313.3045,999.20,-20.95238,81.32, -,8.770906
164.51,310.5443,999.30,-23.57143,81.32, -,8.770906
164.56,310.5443,999.30,-20.95238,81.32, -,8.770906
164.61,310.5443,999.30,-18.33333,81.32, -,8.770906
164.66,307.7827,999.40,-20.95238,81.32, -,8.770906
164.71,305.023,999.50,-23.57143,81.32, -,8.770906
164.76,305.023,999.50,-23.57143,81.32, -,8.770906
164.81,305.023,999.50,-20.95238,81.32, -,8.770906
164.86,305.023,999.50,-18.33333,81.32, -,8.770906
164.91,302.2635,999.60,-20.95238,81.32, -,8.770906
164.96,302.2635,999.60,-18.33333,81.32, -,8.770906
165.01,299.5025,999.70,-20.95238,81.32, -,8.770906
165.06,299.5025,999.70,-20.95238,81.32, -,8.770906
165.11,296.7434,999.80,-20.95238,81.32, -,8.770906
165.16,296.7434,999.80,-20.95238,81.32, -,8.770906
165.21,293.9829,999.90,-23.57143,81.32, -,8.770906
165.26,293.9829,999.90,-23.57143,81.32, -,8.770906
165.31,293.9829,999.90,-20.95238,81.32, -,8.770906
165.36,291.2243,1000.00,-23.57143,81.32, -,8.770906
165.41,288.4659,1000.10,-23.57143,81.32, -,8.770906
165.46,288.4659,1000.10,-23.57143,81.32, -,8.770906
165.51,288.4659,1000.10,-23.57143,81.32, -,8.751458
165.56,285.7061,1000.20,-23.57143,81.32, -,8.751458
165.61,285.7061,1000.20,-23.57143,81.32, -,8.751458
165.66,282.9482,1000.30,-26.19048,81.32, -,8.751458
165.71,282.9482,1000.30,-23.57143,81.32, -,8.751458
165.76,280.1888,1000.40,-23.57143,81.32, -,8.751458
165.81,280.1888,1000.40,-23.57143,81.32, -,8.751458
165.86,277.4312,1000.50,-26.19048,81.32, -,8.751458
165.91,277.4312,1000.50,-26.19048,81.32, -,8.751458
165.96,274.674,1000.60,-26.19048,81.32, -,8.751458
166.01,274.674,1000.60,-26.19048,81.32, -,8.751458
166.06,274.674,1000.60,-23.57143,81.32, -,8.751458
166.11,271.9153,1000.70,-26.19048,81.32, -,8.751458
166.16,271.9153,1000.70,-23.57143,81.32, -,8.751458
166.21,269.1584,1000.80,-26.19048,81.32, -,8.751458
166.26,269.1584,1000.80,-23.57143,81.32, -,8.751458
166.31,269.1584,1000.80,-23.57143,81.32, -,8.751458
166.36,266.4001,1000.90,-26.19048,81.32, -,8.751458
166.41,266.4001,1000.90,-23.57143,81.32, -,8.751458
166.46,266.4001,1000.90,-20.95238,81.32, -,8.751458
166.51,263.6438,1001.00,-23.57143,81.32, -,8.751458
166.56,263.6438,1001.00,-23.57143,81.32, -,8.751458
166.61,260.8876,1001.10,-23.57143,81.32, -,8.751458
166.66,260.8876,1001.10,-23.57143,81.32, -,8.751458
166.71,260.8876,1001.10,-20.95238,81.32, -,8.751458
166.76,258.13,1001.20,-23.57143,81.32, -,8.751458
166.81,258.13,1001.20,-20.95238,81.32, -,8.751458
166.86,255.3743,1001.30,-23.57143,81.32, -,8.751458
166.91,255.3743,1001.30,-20.95238,81.32, -,8.751458
166.96,255.3743,1001.30,-20.95238,81.32, -,8.751458
167.01,252.6171,1001.40,-20.95238,81.32, -,8.751458
167.06,249.8619,1001.50,-23.57143,81.32, -,8.751458
167.11,249.8619,1001.50,-23.57143,81.32, -,8.751458
167.16,249.8619,1001.50,-20.95238,81.32, -,8.751458
167.21,249.8619,1001.50,-20.95238,81.32, -,8.751458
167.26,247.1068,1001.60,-20.95238,81.32, -,8.751458
167.31,244.3503,1001.70,-23.57143,81.32, -,8.751458
167.36,244.3503,1001.70,-23.57143,81.32, -,8.751458
167.41,241.5957,1001.80,-23.57143,81.32, -,8.751458
167.46,241.5957,1001.80,-23.57143,81.32, -,8.751458
167.51,238.8397,1001.90,-26.19048,81.32, -,8.751458
167.56,236.0855,1002.00,-26.19048,81.32, -,8.751458
167.61,236.0855,1002.00,-26.19048,81.32, -,8.751458
167.66,236.0855,1002.00,-23.57143,81.32, -,8.751458
167.71,233.3316,1002.10,-26.19048,81.32, -,8.751458
167.76,230.5762,1002.20,-28.80952,81.32, -,8.751458
167.81,230.5762,1002.20,-26.19048,81.32, -,8.751458
167.86,227.8227,1002.30,-28.80952,81.32, -,8.751458
167.91,227.8227,1002.30,-26.19048,81.32, -,8.751458
167.96,225.0678,1002.40,-28.80952,81.32, -,8.751458
168.01,225.0678,1002.40,-28.80952,81.32, -,8.751458
168.06,222.3147,1002.50,-28.80952,81.32, -,8.751458
168.11,219.5619,1002.60,-28.80952,81.32, -,8.751458
168.16,219.5619,1002.60,-28.80952,81.32, -,8.751458
168.21,216.8077,1002.70,-31.42857,81.32, -,8.751458
168.26,216.8077,1002.70,-31.42857,81.32, -,8.751458
168.31,214.0553,1002.80,-31.42857,81.32, -,8.751458
168.36,211.3015,1002.90,-31.42857,81.32, -,8.751458
168.41,211.3015,1002.90,-31.42857,81.32, -,8.751458
168.46,208.5495,1003.00,-31.42857,81.32, -,8.751458
168.51,208.5495,1003.00,-31.42857,81.32, -,8.751458
168.56,208.5495,1003.00,-28.80952,81.32, -,8.751458
168.61,205.7978,1003.10,-28.80952,81.32, -,8.751458
168.66,205.7978,1003.10,-28.80952,81.32, -,8.751458
168.71,203.0447,1003.20,-31.42857,81.32, -,8.751458
168.76,203.0447,1003.20,-28.80952,81.32, -,8.751458
168.81,203.0447,1003.20,-26.19048,81.32, -,8.751458
168.86,203.0447,1003.20,-26.19048,81.32, -,8.751458
168.91,200.2934,1003.30,-26.19048,81.32, -,8.751458
168.96,197.5407,1003.40,-28.80952,81.32, -,8.751458
169.01,197.5407,1003.40,-26.19048,81.32, -,8.751458
169.06,197.5407,1003.40,-26.19048,81.32, -,8.751458
169.11,194.7899,1003.50,-26.19048,81.32, -,8.751458
169.16,192.0393,1003.60,-26.19048,81.32, -,8.751458
169.21,192.0393,1003.60,-26.19048,81.32, -,8.751458
169.26,192.0393,1003.60,-23.57143,81.32, -,8.751458
169.31,189.2872,1003.70,-26.19048,81.32, -,8.751458
169.36,189.2872,1003.70,-23.57143,81.32, -,8.751458
169.41,186.5371,1003.80,-23.57143,81.32, -,8.751458
169.46,186.5371,1003.80,-23.57143,81.32, -,8.751458
169.51,183.7855,1003.90,-23.57143,81.32, -,8.790354
169.56,183.7855,1003.90,-23.57143,81.32, -,8.790354
169.61,183.7855,1003.90,-23.57143,81.32, -,8.790354
169.66,181.0358,1004.00,-23.57143,81.32, -,8.790354
169.71,181.0358,1004.00,-23.57143,81.32, -,8.790354
169.76,181.0358,1004.00,-20.95238,81.32, -,8.790354
169.81,178.2863,1004.10,-23.57143,81.32, -,8.790354
169.86,178.2863,1004.10,-23.57143,81.32, -,8.790354
169.91,175.5353,1004.20,-26.19048,81.32, -,8.790354
169.96,172.7863,1004.30,-26.19048,81.32, -,8.790354
170.01,172.7863,1004.30,-23.57143,81.32, -,8.790354
170.06,170.0358,1004.40,-26.19048,81.32, -,8.790354
170.11,170.0358,1004.40,-26.19048,81.32, -,8.790354
170.16,167.2872,1004.50,-26.19048,81.32, -,8.790354
170.21,167.2872,1004.50,-23.57143,81.32, -,8.790354
170.26,167.2872,1004.50,-23.57143,81.32, -,8.790354
170.31,167.2872,1004.50,-23.57143,81.32, -,8.790354
170.36,164.5388,1004.60,-23.57143,81.32, -,8.790354
170.41,161.789,1004.70,-26.19048,81.32, -,8.790354
170.46,161.789,1004.70,-23.57143,81.32, -,8.790354
170.51,159.0411,1004.80,-26.19048,81.32, -,8.790354
170.56,156.2917,1004.90,-26.19048,81.32, -,8.770906
170.61,156.2917,1004.90,-26.19048,81.32, -,8.770906
170.66,153.5442,1005.00,-28.80952,81.32, -,8.770906
170.71,153.5442,1005.00,-26.19048,81.32, -,8.770906
170.76,153.5442,1005.00,-26.19048,81.32, -,8.770906
170.81,150.7969,1005.10,-28.80952,81.32, -,8.770906
170.86,150.7969,1005.10,-26.19048,81.32, -,8.770906
170.91,148.0482,1005.20,-28.80952,81.32, -,8.770906
170.96,148.0482,1005.20,-26.19048,81.32, -,8.770906
171.01,148.0482,1005.20,-23.57143,81.32, -,8.770906
171.06,145.3014,1005.30,-26.19048,81.32, -,8.770906
171.11,145.3014,1005.30,-23.57143,81.32, -,8.770906
171.16,142.5531,1005.40,-26.19048,81.32, -,8.770906
171.21,142.5531,1005.40,-23.57143,81.32, -,8.770906
171.26,142.5531,1005.40,-23.57143,81.32, -,8.770906
171.31,139.8067,1005.50,-26.19048,81.32, -,8.770906
171.36,137.0605,1005.60,-28.80952,81.32, -,8.770906
171.41,137.0605,1005.60,-26.19048,81.32, -,8.770906
171.46,137.0605,1005.60,-23.57143,81.32, -,8.770906
171.51,134.3129,1005.70,-26.19048,81.32, -,8.770906
171.56,131.5672,1005.80,-26.19048,81.32, -,8.770906
171.61,131.5672,1005.80,-23.57143,81.32, -,8.770906
171.66,131.5672,1005.80,-23.57143,81.32, -,8.770906
171.71,128.82,1005.90,-23.57143,81.32, -,8.770906
171.76,128.82,1005.90,-23.57143,81.32, -,8.770906
171.81,126.0747,1006.00,-26.19048,81.32, -,8.770906
171.86,126.0747,1006.00,-23.57143,81.32, -,8.770906
171.91,123.3297,1006.10,-26.19048,81.32, -,8.770906
171.96,120.5832,1006.20,-26.19048,81.32, -,8.770906
172.01,120.5832,1006.20,-26.19048,81.32, -,8.770906
172.06,117.8385,1006.30,-28.80952,81.32, -,8.770906
172.11,117.8385,1006.30,-26.19048,81.32, -,8.770906
172.16,115.0925,1006.40,-28.80952,81.32, -,8.770906
172.21,115.0925,1006.40,-26.19048,81.32, -,8.770906
172.26,112.3483,1006.50,-28.80952,81.32, -,8.770906
172.31,112.3483,1006.50,-28.80952,81.32, -,8.770906
172.36,112.3483,1006.50,-26.19048,81.32, -,8.770906
172.41,109.6043,1006.60,-26.19048,81.32, -,8.770906
172.46,109.6043,1006.60,-26.19048,81.32, -,8.770906
172.51,106.8589,1006.70,-28.80952,81.32, -,8.770906
172.56,106.8589,1006.70,-26.19048,81.32, -,8.751458
172.61,104.1154,1006.80,-26.19048,81.32, -,8.751458
172.66,104.1154,1006.80,-26.19048,81.32, -,8.751458
172.71,101.3705,1006.90,-28.80952,81.32, -,8.751458
172.76,101.3705,1006.90,-26.19048,81.32, -,8.751458
172.81,98.62739,1007.00,-28.80952,81.32, -,8.751458
172.86,98.62739,1007.00,-26.19048,81.32, -,8.751458
172.91,95.88454,1007.10,-28.80952,81.32, -,8.751458
172.96,95.88454,1007.10,-26.19048,81.32, -,8.751458
173.01,93.14024,1007.20,-26.19048,81.32, -,8.751458
173.06,93.14024,1007.20,-26.19048,81.32, -,8.751458
173.11,90.39783,1007.30,-26.19048,81.32, -,8.751458
173.16,87.65396,1007.40,-28.80952,81.32, -,8.751458
173.21,87.65396,1007.40,-26.19048,81.32, -,8.751458
173.26,87.65396,1007.40,-26.19048,81.32, -,8.751458
173.31,84.91199,1007.50,-26.19048,81.32, -,8.751458
173.36,82.17024,1007.60,-28.80952,81.32, -,8.751458
173.41,82.17024,1007.60,-28.80952,81.32, -,8.751458
173.46,79.42704,1007.70,-28.80952,81.32, -,8.751458
173.51,76.68574,1007.80,-31.42857,81.32, -,8.751458
173.56,76.68574,1007.80,-28.80952,81.32, -,8.751458
173.61,73.94297,1007.90,-31.42857,81.32, -,8.751458
173.66,71.2021,1008.00,-31.42857,81.32, -,8.751458
173.71,71.2021,1008.00,-31.42857,81.32, -,8.751458
173.76,68.46146,1008.10,-31.42857,81.32, -,8.751458
173.81,68.46146,1008.10,-31.42857,81.32, -,8.751458
173.86,65.71936,1008.20,-31.42857,81.32, -,8.751458
173.91,65.71936,1008.20,-31.42857,81.32, -,8.751458
173.96,62.97915,1008.30,-31.42857,81.32, -,8.751458
174.01,62.97915,1008.30,-31.42857,81.32, -,8.751458
174.06,60.23749,1008.40,-31.42857,81.32, -,8.751458
174.11,60.23749,1008.40,-31.42857,81.32, -,8.751458
174.16,57.49773,1008.50,-31.42857,81.32, -,8.751458
174.21,57.49773,1008.50,-28.80952,81.32, -,8.751458
174.26,54.75818,1008.60,-31.42857,81.32, -,8.751458
174.31,54.75818,1008.60,-31.42857,81.32, -,8.751458
174.36,52.01718,1008.70,-31.42857,81.32, -,8.751458
174.41,49.27807,1008.80,-31.42857,81.32, -,8.751458
174.46,49.27807,1008.80,-31.42857,81.32, -,8.751458
174.51,46.53751,1008.90,-31.42857,81.32, -,8.751458
174.56,46.53751,1008.90,-28.80952,81.32, -,8.770906
174.61,46.53751,1008.90,-28.80952,81.32, -,8.770906
174.66,43.79884,1009.00,-28.80952,81.32, -,8.770906
174.71,41.06039,1009.10,-28.80952,81.32, -,8.770906
174.76,41.06039,1009.10,-28.80952,81.32, -,8.770906
174.81,41.06039,1009.10,-26.19048,81.32, -,8.770906
174.86,41.06039,1009.10,-26.19048,81.32, -,8.770906
174.91,38.3205,1009.20,-26.19048,81.32, -,8.770906
174.96,38.3205,1009.20,-26.19048,81.32, -,8.770906
175.01,35.58249,1009.30,-26.19048,81.32, -,8.770906
175.06,35.58249,1009.30,-26.19048,81.32, -,8.770906
175.11,32.84303,1009.40,-26.19048,81.32, -,8.770906
175.16,32.84303,1009.40,-26.19048,81.32, -,8.770906
175.21,32.84303,1009.40,-23.57143,81.32, -,8.770906
175.26,30.10546,1009.50,-26.19048,81.32, -,8.770906
175.31,30.10546,1009.50,-23.57143,81.32, -,8.770906
175.36,27.36811,1009.60,-26.19048,81.32, -,8.770906
175.41,27.36811,1009.60,-23.57143,81.32, -,8.770906
175.46,24.62931,1009.70,-23.57143,81.32, -,8.770906
175.51,21.8924,1009.80,-26.19048,81.32, -,8.751458
175.56,21.8924,1009.80,-23.57143,81.32, -,8.751458
175.61,19.15404,1009.90,-26.19048,81.32, -,8.751458
175.66,19.15404,1009.90,-26.19048,81.32, -,8.751458
175.71,16.41756,1010.00,-26.19048,81.32, -,8.751458
175.76,16.41756,1010.00,-23.57143,81.32, -,8.751458
175.81,13.68131,1010.10,-26.19048,81.32, -,8.751458
175.86,13.68131,1010.10,-26.19048,81.32, -,8.751458
175.91,10.94361,1010.20,-28.80952,81.32, -,8.751458
175.96,8.207794,1010.30,-28.80952,81.32, -,8.751458
176.01,5.47053,1010.40,-31.42857,81.32, -,8.751458
176.06,5.47053,1010.40,-28.80952,81.32, -,8.751458
176.11,2.735155,1010.50,-31.42857,81.32, -,8.751458
176.16,-1.412171E-06,1010.60,-31.42857,81.32, -,8.751458
176.21,-1.412171E-06,1010.60,-31.42857,81.32, -,8.751458
176.26,-2.736608,1010.70,-34.04762,81.32, -,8.751458
176.31,-2.736608,1010.70,-31.42857,81.32, -,8.751458
176.36,-5.471326,1010.80,-34.04762,81.32, -,8.751458
176.41,-8.207494,1010.90,-34.04762,81.32, -,8.751458
176.46,-8.207494,1010.90,-34.04762,81.32, -,8.751458
176.51,-10.94177,1011.00,-34.04762,81.32, -,8.751458
176.56,-10.94177,1011.00,-31.42857,81.32, -,8.751458
176.61,-13.67583,1011.10,-34.04762,81.32, -,8.751458
